3;1;300
0;2;120
3;3;300
3;4;60
3;5;20
2;6;320
3;7;327
2;8;260
0;9;105
14;9;105;True
15;1;280
15;2;130
15;3;270
15;4;90
18;5;20
18;6;30
18;7;350
15;8;320
15;9;140
27;9;140;True
28;3;265
28;4;105
28;5;41.5
28;6;0
28;7;0
28;8;0
28;9;0
43;9;0;True
44;2;110
44;3;300
44;4;120
44;5;0
44;9;355
52;9;355;True
53;1;0
53;2;0
53;3;0
53;4;0
53;5;0
53;6;0
53;7;0
53;8;0
53;9;0
